stationId,imageDate,imgPath,meteoDate,dew,humidity,precipitation,roadCondition,temperature C bellow 5cm,temperature C 0cm,temperature C 20cm,temperature C 2m,warnings,wind direction,speed[m/s],imageDate_t,imageDate_ts,cluster,time
697-1,27/12/2018 12:32,/save/697-1/57/1545913957_697-1.jpg,27/12/2018 12:30,5.9,99.9,none,moist,0,6.3,0.0,6.0,none,260,4.8,27/12/2018 12:32,4105957,1,12:32:37
575-0,14/01/2019 11:45,/save/575-0/28/1547466328_575-0.jpg,14/01/2019 11:40,-0.8,99.0,none,wet,0,1.7,1.1,-0.7,very low warning,357,4.7,14/01/2019 11:45,5658328,2,11:45:28
1061-0,15/12/2018 13:50,/save/1061-0/28/1544881828_1061-0.jpg,15/12/2018 13:40,0.0,98.5,none,dry,0,2.8,0.9,0.2,none,34,0.3,15/12/2018 13:50,3073828,1,13:50:28
1093-0,20/01/2019 13:47,/save/1093-0/56/1547992056_1093-0.jpg,20/01/2019 13:40,-6.5,79.7,none,dry,0,-0.1,-2.1,-3.6,low warning,84,3.7,20/01/2019 13:47,6184056,2,13:47:36
697-1,31/12/2018 13:52,/save/697-1/58/1546264358_697-1.jpg,31/12/2018 13:50,3.0,94.6,none,dry,0,4.9,0.0,3.8,none,226,2.9,31/12/2018 13:52,4456358,1,13:52:38
51-0,1/12/2018 13:10,/save/51-0/22/1543669822_51-0.jpg,1/12/2018 13:58,0.7,99.5,none,moist,0,1.8,0.0,0.8,low warning,102,0.9,1/12/2018 13:10,1861822,3,13:10:22
759-0,28/02/2019 12:50,/save/759-0/1/1551358201_759-0.jpg,28/02/2019 12:40,-3.9,30.2,none,dry,0,21.3,13.5,13.1,none/unknown,285,4.6,28/02/2019 12:50,9550201,0,12:50:01
2014-1,10/12/2018 13:55,/save/2014-1/0/1544450100_2014-1.jpg,10/12/2018 13:57,2.9,95.0,unknown,dry,0,9.3,0.0,3.6,none,206,1.4,10/12/2018 13:55,2642100,1,13:55:00
758-1,30/01/2019 11:41,/save/758-1/7/1548848507_758-1.jpg,30/01/2019 11:30,-3.2,70.9,none,dry,0,10.4,-0.3,1.4,none,193,1.8,30/01/2019 11:41,7040507,2,11:41:47
1490-0,12/01/2019 13:31,/save/1490-0/60/1547299860_1490-0.jpg,12/01/2019 13:30,-0.2,86.7,none,moist,0,3.0,1.4,1.8,none,274,0.0,12/01/2019 13:31,5491860,2,13:31:00
1686-0,12/11/2018 11:17,/save/1686-0/59/1542021459_1686-0.jpg,12/11/2018 11:20,7.4,75.0,unknown,unknown,0,0.0,0.0,11.7,none/unknown,0,0.0,12/11/2018 11:17,213459,3,11:17:39
1181-0,21/02/2019 12:08,/save/1181-0/86/1550750886_1181-0.jpg,21/02/2019 12:00,2.1,65.1,none,dry,0,12.1,0.0,8.3,none,318,0.0,21/02/2019 12:08,8942886,0,12:08:06
53-0,16/11/2018 12:52,/save/53-0/35/1542372735_53-0.jpg,16/11/2018 13:49,1.6,73.5,unknown,dry,0,8.3,0.0,6.0,none,77,0.0,16/11/2018 12:52,564735,3,12:52:15
1454-0,4/02/2019 12:12,/save/1454-0/57/1549282357_1454-0.jpg,4/02/2019 12:10,0.7,99.9,none,moist,0,3.8,-0.5,0.7,none,222,1.8,4/02/2019 12:12,7474357,2,12:12:37
575-1,13/12/2018 11:25,/save/575-1/21/1544700321_575-1.jpg,13/12/2018 11:20,0.0,99.0,none,wet,0,3.2,1.7,0.1,none,22,0.2,13/12/2018 11:25,2892321,1,11:25:21
759-0,12/02/2019 13:05,/save/759-0/2/1549976702_759-0.jpg,12/02/2019 13:00,-3.0,89.2,none,saline,0,2.1,0.0,-1.5,none,308,3.1,12/02/2019 13:05,8168702,0,13:05:02
1091-0,4/12/2018 11:25,/save/1091-0/20/1543922720_1091-0.jpg,4/12/2018 11:20,6.0,77.3,none,dry,0,9.7,0.0,9.8,none/unknown,299,4.6,4/12/2018 11:25,2114720,3,11:25:20
179-0,14/12/2018 13:10,/save/179-0/35/1544793035_179-0.jpg,14/12/2018 13:00,-1.0,93.1,none,moist,0,8.0,0.1,0.0,none,67,0.0,14/12/2018 13:10,2985035,1,13:10:35
697-1,29/12/2018 13:32,/save/697-1/59/1546090359_697-1.jpg,29/12/2018 13:30,7.0,99.9,none,moist,0,6.8,0.0,7.0,none,248,3.8,29/12/2018 13:32,4282359,1,13:32:39
51-0,16/11/2018 13:32,/save/51-0/59/1542375159_51-0.jpg,16/11/2018 14:28,1.7,77.3,unknown,dry,0,7.7,0.0,5.4,none,271,4.6,16/11/2018 13:32,567159,3,13:32:39
67-0,24/12/2018 11:50,/save/67-0/6/1545652206_67-0.jpg,24/12/2018 12:46,-2.1,85.3,unknown,saline,0,1.3,0.0,0.0,low warning,136,6.2,24/12/2018 11:50,3844206,1,11:50:06
VP1004-0,25/12/2018 13:00,/save/VP1004-0/4/1545742804_VP1004-0.jpg,25/12/2018 13:00,1.2,96.0,shower,saline,0,2.0,0.0,1.7,none,261,4.8,25/12/2018 13:00,3934804,1,13:00:04
569-1,24/11/2018 11:55,/save/569-1/59/1543060559_569-1.jpg,24/11/2018 11:50,2.2,96.4,shower,moist,0,5.5,4.8,2.8,none,346,0.0,24/11/2018 11:55,1252559,3,11:55:59
585-0,22/02/2019 11:17,/save/585-0/58/1550834258_585-0.jpg,22/02/2019 11:20,-7.0,49.0,none,dry,0,13.8,12.1,2.8,none,35,3.6,22/02/2019 11:17,9026258,0,11:17:38
1181-0,2/03/2019 12:27,/save/1181-0/33/1551529633_1181-0.jpg,2/03/2019 12:30,-10.6,33.8,none,dry,0,15.1,0.0,3.9,none,315,0.0,2/03/2019 12:27,9721633,0,12:27:13
1454-0,8/02/2019 11:12,/save/1454-0/59/1549624359_1454-0.jpg,8/02/2019 11:10,4.6,99.9,none,dry,0,9.8,0.0,4.6,none,186,0.6,8/02/2019 11:12,7816359,2,11:12:39
1215-0,5/03/2019 11:25,/save/1215-0/20/1551785120_1215-0.jpg,5/03/2019 11:20,2.1,69.6,none,dry,0,10.6,0.0,7.3,none,155,0.0,5/03/2019 11:25,9977120,0,11:25:20
1991-1,3/02/2019 12:52,/save/1991-1/60/1549198360_1991-1.jpg,3/02/2019 12:50,6.1,69.3,none,dry,0,10.7,0.0,11.6,none,245,0.6,3/02/2019 12:52,7390360,2,12:52:40
1090-0,16/11/2018 11:47,/save/1090-0/59/1542368859_1090-0.jpg,16/11/2018 11:50,5.1,70.3,none,dry,0,13.1,8.2,10.3,none,123,3.3,16/11/2018 11:47,560859,3,11:47:39
VP1201-0,12/11/2018 11:50,/save/VP1201-0/2/1542023402_VP1201-0.jpg,12/11/2018 11:40,8.8,64.0,none,dry,0,15.1,0.0,15.7,none,257,0.0,12/11/2018 11:50,215402,3,11:50:02
1437-0,15/02/2019 13:12,/save/1437-0/22/1550236322_1437-0.jpg,15/02/2019 13:10,5.4,90.7,none,dry,0,13.6,7.6,6.9,none,330,0.0,15/02/2019 13:12,8428322,0,13:12:02
569-0,28/01/2019 12:40,/save/569-0/9/1548679209_569-0.jpg,28/01/2019 12:30,-0.5,65.3,none,dry,0,8.5,7.7,5.4,none,2,0.0,28/01/2019 12:40,6871209,2,12:40:09
192-0,11/02/2019 11:53,/save/192-0/82/1549885982_192-0.jpg,11/02/2019 11:40,-0.4,67.2,intense,wet,0,9.4,6.6,5.1,none,250,5.1,11/02/2019 11:53,8077982,0,11:53:02
179-0,23/12/2018 13:30,/save/179-0/44/1545571844_179-0.jpg,23/12/2018 13:30,0.4,99.9,continuous,wet,0,3.5,0.2,0.4,none,225,0.0,23/12/2018 13:30,3763844,1,13:30:44
1991-1,21/01/2019 11:07,/save/1991-1/58/1548068858_1991-1.jpg,21/01/2019 11:10,-4.7,91.3,none,moist,0,0.1,0.0,-3.5,none,97,1.5,21/01/2019 11:07,6260858,2,11:07:38
1067-0,10/12/2018 12:12,/save/1067-0/58/1544443958_1067-0.jpg,10/12/2018 12:00,2.5,94.6,continuous,wet,0,4.8,0.0,3.3,none,298,5.7,10/12/2018 12:12,2635958,1,12:12:38
1091-0,5/12/2018 13:25,/save/1091-0/19/1544016319_1091-0.jpg,5/12/2018 13:20,5.0,82.4,none,dry,0,6.2,0.0,7.9,none/unknown,229,1.6,5/12/2018 13:25,2208319,3,13:25:19
150-1,23/01/2019 13:36,/save/150-1/66/1548250566_150-1.jpg,23/01/2019 14:34,-5.6,91.4,unknown,dry,0,-1.5,0.0,-4.4,high danger,79,2.2,23/01/2019 13:36,6442566,2,13:36:06
259-1,23/02/2019 11:37,/save/259-1/56/1550921856_259-1.jpg,23/02/2019 11:30,-11.5,43.2,none,dry,0,6.4,2.8,-0.6,none,138,2.1,23/02/2019 11:37,9113856,0,11:37:36
758-1,13/01/2019 11:05,/save/758-1/15/1547377515_758-1.jpg,13/01/2019 11:00,1.2,86.0,none,saline,0,8.8,0.7,3.4,none,175,5.2,13/01/2019 11:05,5569515,2,11:05:15
58-0,11/01/2019 13:32,/save/58-0/29/1547213529_58-0.jpg,11/01/2019 14:30,-3.5,77.6,none,dry,0,0.5,0.0,-0.1,low warning,263,1.2,11/01/2019 13:32,5405529,2,13:32:09
1093-0,29/01/2019 11:47,/save/1093-0/59/1548762459_1093-0.jpg,29/01/2019 11:50,-2.1,65.0,none,dry,0,5.8,3.3,3.8,none,279,2.1,29/01/2019 11:47,6954459,2,11:47:39
1488-0,27/01/2019 12:35,/save/1488-0/22/1548592522_1488-0.jpg,27/01/2019 12:30,-2.9,87.3,none,wet,0,2.4,-0.7,-1.1,none,285,0.0,27/01/2019 12:35,6784522,2,12:35:22
1091-0,28/11/2018 13:25,/save/1091-0/0/1543411500_1091-0.jpg,28/11/2018 13:20,0.2,70.3,none,dry,0,5.8,0.0,5.2,none/unknown,175,2.4,28/11/2018 13:25,1603500,3,13:25:00
179-0,29/12/2018 11:53,/save/179-0/80/1546084380_179-0.jpg,29/12/2018 11:50,4.1,93.2,none,dry,0,13.6,5.6,5.1,none,256,0.0,29/12/2018 11:53,4276380,1,11:53:00
296-0,9/03/2019 12:25,/save/296-0/4/1552134304_296-0.jpg,9/03/2019 12:20,2.1,55.3,none,dry,0,13.1,10.5,10.8,none,260,1.9,9/03/2019 12:25,10326304,0,12:25:04
1488-0,8/02/2019 12:35,/save/1488-0/47/1549629347_1488-0.jpg,8/02/2019 12:30,0.2,69.5,none,dry,0,11.2,5.2,5.4,none,154,0.0,8/02/2019 12:35,7821347,2,12:35:47
55-1,1/03/2019 13:16,/save/55-1/64/1551446164_55-1.jpg,1/03/2019 14:17,-5.3,62.0,none,dry,0,4.5,0.0,1.1,none,14,3.7,1/03/2019 13:16,9638164,0,13:16:04
1521-0,31/01/2019 12:32,/save/1521-0/70/1548937970_1521-0.jpg,31/01/2019 12:30,0.4,99.3,none,moist,0,4.1,1.3,0.5,none,220,0.0,31/01/2019 12:32,7129970,2,12:32:50
609-0,18/12/2018 13:02,/save/609-0/23/1545138123_609-0.jpg,18/12/2018 13:00,3.6,99.1,dew,saline,0,5.7,4.3,3.8,none,190,1.0,18/12/2018 13:02,3330123,1,13:02:03
150-1,14/01/2019 13:36,/save/150-1/69/1547472969_150-1.jpg,14/01/2019 14:24,-7.11,52.9,unknown,moist,0,2.0,0.0,1.6,low warning,301,8.9,14/01/2019 13:36,5664969,2,13:36:09
346-0,18/11/2018 11:45,/save/346-0/17/1542541517_346-0.jpg,18/11/2018 11:40,-3.6,71.5,intense,wet,0,6.2,1.3,1.0,none,122,0.0,18/11/2018 11:45,733517,3,11:45:17
VP1201-0,19/11/2018 12:50,/save/VP1201-0/2/1542631802_VP1201-0.jpg,19/11/2018 12:40,-3.2,87.0,none,dry,0,1.8,0.0,-1.2,none,72,0.0,19/11/2018 12:50,823802,3,12:50:02
1881-0,20/02/2019 13:53,/save/1881-0/83/1550670783_1881-0.jpg,20/02/2019 13:50,2.1,68.3,none,dry,0,11.4,8.1,7.6,none,274,1.3,20/02/2019 13:53,8862783,0,13:53:03
851-0,22/01/2019 13:52,/save/851-0/55/1548165155_851-0.jpg,22/01/2019 13:30,-5.4,88.1,none,dry,0,-1.9,-2.8,-4.5,none/unknown,123,3.3,22/01/2019 13:52,6357155,2,13:52:35
137-0,14/02/2019 11:13,/save/137-0/84/1550142784_137-0.jpg,14/02/2019 11:10,2.7,78.6,none,dry,0,9.8,7.7,6.2,none,280,1.5,14/02/2019 11:13,8334784,0,11:13:04
259-1,28/02/2019 13:12,/save/259-1/56/1551359556_259-1.jpg,28/02/2019 13:10,3.9,95.6,none,dry,0,8.9,6.5,4.6,none,245,3.0,28/02/2019 13:12,9551556,0,13:12:36
1067-0,1/01/2019 13:52,/save/1067-0/58/1546350758_1067-0.jpg,1/01/2019 13:40,0.9,66.2,none,dry,0,6.8,0.0,6.8,none,277,9.7,1/01/2019 13:52,4542758,1,13:52:38
758-1,24/01/2019 11:26,/save/758-1/3/1548329203_758-1.jpg,24/01/2019 11:20,-8.0,90.6,dew,dry,0,-2.6,-3.4,-6.8,none/unknown,45,1.4,24/01/2019 11:26,6521203,2,11:26:43
569-0,23/01/2019 11:25,/save/569-0/24/1548242724_569-0.jpg,23/01/2019 11:10,-8.0,90.6,none,dry,0,-2.8,-4.6,-6.8,medium warning,89,1.3,23/01/2019 11:25,6434724,2,11:25:24
283-0,15/01/2019 12:12,/save/283-0/24/1547554324_283-0.jpg,15/01/2019 12:10,0.0,1.3,shower,saline,0,0.0,1.0,2.4,medium warning,238,8.3,15/01/2019 12:12,5746324,2,12:12:04
585-0,1/03/2019 12:02,/save/585-0/57/1551441757_585-0.jpg,1/03/2019 12:00,2.7,73.9,none,dry,0,12.7,9.9,7.1,none,310,2.5,1/03/2019 12:02,9633757,0,12:02:37
346-0,5/12/2018 11:45,/save/346-0/33/1544010333_346-0.jpg,5/12/2018 11:40,1.7,81.8,none,wet,0,8.0,3.5,4.5,none,290,0.4,5/12/2018 11:45,2202333,3,11:45:33
1181-0,8/03/2019 13:52,/save/1181-0/73/1552053173_1181-0.jpg,8/03/2019 13:50,-3.2,29.2,none,dry,0,18.2,0.0,14.4,none,276,0.1,8/03/2019 13:52,10245173,0,13:52:53
759-0,20/02/2019 11:05,/save/759-0/1/1550660701_759-0.jpg,20/02/2019 11:00,0.0,71.8,none,dry,0,8.7,5.0,4.6,none/unknown,293,2.4,20/02/2019 11:05,8852701,0,11:05:01
1881-0,14/02/2019 11:13,/save/1881-0/83/1550142783_1881-0.jpg,14/02/2019 11:10,2.2,74.1,none,dry,0,11.0,7.1,6.5,none,303,0.8,14/02/2019 11:13,8334783,0,11:13:03
1215-0,21/02/2019 12:15,/save/1215-0/34/1550751334_1215-0.jpg,21/02/2019 12:10,6.5,99.2,none,moist,0,8.7,0.0,6.6,none,155,0.0,21/02/2019 12:15,8943334,0,12:15:34
55-1,14/02/2019 13:16,/save/55-1/87/1550150187_55-1.jpg,14/02/2019 14:12,3.7,78.9,none,dry,0,7.4,0.0,7.2,none,309,3.1,14/02/2019 13:16,8342187,0,13:16:27
68-0,3/12/2018 12:50,/save/68-0/14/1543841414_68-0.jpg,3/12/2018 12:40,5.8,99.9,none,wet,0,6.6,5.8,5.8,none,233,0.1,3/12/2018 12:50,2033414,3,12:50:14
1067-0,19/12/2018 12:52,/save/1067-0/57/1545223957_1067-0.jpg,19/12/2018 12:40,-0.2,95.5,none,saline,0,2.7,0.0,0.4,none,123,4.9,19/12/2018 12:52,3415957,1,12:52:37
51-0,27/11/2018 13:08,/save/51-0/9/1543324109_51-0.jpg,27/11/2018 14:04,-2.9,72.9,unknown,dry,0,3.6,0.0,1.4,none,315,2.4,27/11/2018 13:08,1516109,3,13:08:29
1091-0,18/11/2018 13:25,/save/1091-0/0/1542547500_1091-0.jpg,18/11/2018 13:20,4.8,99.5,none,moist,0,4.1,0.0,4.9,none/unknown,343,2.0,18/11/2018 13:25,739500,3,13:25:00
585-0,11/03/2019 11:47,/save/585-0/58/1552304858_585-0.jpg,11/03/2019 11:40,1.6,76.0,none,dry,0,11.4,8.8,5.5,none,296,3.8,11/03/2019 11:47,10496858,0,11:47:38
296-0,9/03/2019 13:25,/save/296-0/3/1552137903_296-0.jpg,9/03/2019 13:20,2.1,54.0,none,dry,0,13.1,10.7,11.2,none,258,1.0,9/03/2019 13:25,10329903,0,13:25:03
137-0,12/03/2019 12:34,/save/137-0/42/1552394042_137-0.jpg,12/03/2019 12:30,-8.1,38.8,none,dry,0,12.9,8.1,4.9,none,262,3.0,12/03/2019 12:34,10586042,0,12:34:02
VP1004-0,24/12/2018 12:40,/save/VP1004-0/5/1545655205_VP1004-0.jpg,24/12/2018 12:40,-2.7,80.0,none,dry,0,2.2,0.0,0.4,none,318,6.1,24/12/2018 12:40,3847205,1,12:40:05
119-0,13/01/2019 13:31,/save/119-0/60/1547386260_119-0.jpg,13/01/2019 13:20,3.3,99.2,none,wet,0,4.1,3.2,3.5,none,263,1.5,13/01/2019 13:31,5578260,2,13:31:00
575-1,12/12/2018 12:45,/save/575-1/24/1544618724_575-1.jpg,12/12/2018 12:40,0.4,99.0,none,moist,0,3.7,2.1,0.5,none,78,0.4,12/12/2018 12:45,2810724,1,12:45:24
55-1,6/03/2019 12:16,/save/55-1/66/1551874566_55-1.jpg,6/03/2019 13:13,-0.1,64.1,none,dry,0,16.7,0.0,6.1,none,284,3.7,6/03/2019 12:16,10066566,0,12:16:06
1437-0,14/02/2019 13:52,/save/1437-0/21/1550152321_1437-0.jpg,14/02/2019 13:40,4.5,81.2,none,dry,0,10.6,7.8,7.5,none,343,0.0,14/02/2019 13:52,8344321,0,13:52:01
851-0,18/01/2019 11:47,/save/851-0/56/1547812056_851-0.jpg,18/01/2019 11:40,-2.0,69.0,none,dry,0,3.4,3.4,2.4,none/unknown,290,4.5,18/01/2019 11:47,6004056,2,11:47:36
55-1,3/03/2019 13:16,/save/55-1/64/1551618964_55-1.jpg,3/03/2019 14:15,2.0,79.0,none,dry,0,6.1,0.0,5.4,none,222,3.6,3/03/2019 13:16,9810964,0,13:16:04
569-1,28/11/2018 13:58,/save/569-1/9/1543413509_569-1.jpg,28/11/2018 13:50,-2.6,65.6,none,dry,0,3.7,5.8,3.2,none,195,0.1,28/11/2018 13:58,1605509,3,13:58:29
759-0,21/01/2019 12:45,/save/759-0/30/1548074730_759-0.jpg,21/01/2019 12:40,-10.8,51.7,none,dry,0,2.3,-1.8,-2.2,none,119,0.7,21/01/2019 12:45,6266730,2,12:45:30
1454-0,12/01/2019 13:07,/save/1454-0/58/1547298458_1454-0.jpg,12/01/2019 13:10,-0.5,88.9,none,wet,0,2.4,-0.3,1.1,none,213,1.5,12/01/2019 13:07,5490458,2,13:07:38
1490-0,10/02/2019 12:13,/save/1490-0/83/1549800783_1490-0.jpg,10/02/2019 12:10,1.4,55.1,none,dry,0,13.4,13.4,10.1,none,214,0.0,10/02/2019 12:13,7992783,2,12:13:03
2445-0,23/02/2019 11:26,/save/2445-0/66/1550921166_2445-0.jpg,23/02/2019 11:20,-9.2,50.9,unknown,dry,0,0.0,0.0,-0.1,none,263,0.0,23/02/2019 11:26,9113166,0,11:26:06
259-1,13/02/2019 11:37,/save/259-1/55/1550057855_259-1.jpg,13/02/2019 11:30,5.1,99.0,none,wet,0,5.9,5.8,5.3,none,220,2.2,13/02/2019 11:37,8249855,0,11:37:35
283-0,26/01/2019 13:32,/save/283-0/74/1548509574_283-0.jpg,26/01/2019 13:30,0.0,1.3,none,wet,0,0.0,-0.5,0.1,medium warning,236,2.3,26/01/2019 13:32,6701574,2,13:32:54
1093-0,7/02/2019 13:27,/save/1093-0/59/1549546059_1093-0.jpg,7/02/2019 13:20,-4.8,43.6,none,dry,0,12.2,7.6,6.6,none,237,6.1,7/02/2019 13:27,7738059,2,13:27:39
VP1203-0,22/02/2019 11:20,/save/VP1203-0/2/1550834402_VP1203-0.jpg,22/02/2019 11:10,-7.8,56.0,none,dry,0,10.7,0.0,-0.1,none,27,0.0,22/02/2019 11:20,9026402,0,11:20:02
575-0,16/01/2019 11:45,/save/575-0/28/1547639128_575-0.jpg,16/01/2019 11:40,3.2,99.0,none,wet,0,5.6,4.5,3.3,none,332,1.9,16/01/2019 11:45,5831128,2,11:45:28
232-0,19/12/2018 12:25,/save/232-0/11/1545222311_232-0.jpg,19/12/2018 12:30,-5.9,72.2,none,dry,0,-0.1,0.0,-1.4,none,248,0.0,19/12/2018 12:25,3414311,1,12:25:11
494-0,8/02/2019 11:30,/save/494-0/37/1549625437_494-0.jpg,8/02/2019 11:20,-3.5,60.2,none,dry,0,7.0,2.1,3.6,none,161,0.0,8/02/2019 11:30,7817437,2,11:30:37
1242-0,28/02/2019 13:31,/save/1242-0/61/1551360661_1242-0.jpg,28/02/2019 13:30,-0.2,40.1,none,dry,0,20.6,0.0,13.2,none,85,0.2,28/02/2019 13:31,9552661,0,13:31:01
51-0,7/12/2018 13:10,/save/51-0/16/1544188216_51-0.jpg,7/12/2018 14:06,10.9,95.7,none,moist,0,10.7,0.0,11.6,none,235,1.8,7/12/2018 13:10,2380216,3,13:10:16
68-0,22/11/2018 12:50,/save/68-0/25/1542891025_68-0.jpg,22/11/2018 12:40,-4.1,77.6,none,dry,0,3.3,-0.1,-0.6,none,148,0.3,22/11/2018 12:50,1083025,3,12:50:25
179-0,27/12/2018 11:30,/save/179-0/45/1545910245_179-0.jpg,27/12/2018 11:30,7.0,99.9,none,wet,0,11.7,6.6,7.0,none,341,0.1,27/12/2018 11:30,4102245,1,11:30:45
1454-0,27/01/2019 13:32,/save/1454-0/59/1548595959_1454-0.jpg,27/01/2019 13:30,-0.3,99.9,none,moist,0,1.7,-0.7,-0.3,very low warning,72,0.3,27/01/2019 13:32,6787959,2,13:32:39
259-1,24/02/2019 12:32,/save/259-1/56/1551011556_259-1.jpg,24/02/2019 12:30,-4.7,39.7,none,dry,0,15.1,14.9,8.1,none,221,1.3,24/02/2019 12:32,9203556,0,12:32:36
150-1,3/02/2019 11:10,/save/150-1/3/1549192203_150-1.jpg,3/02/2019 12:09,0.12,96.7,unknown,wet,0,3.2,0.0,0.6,none,348,2.5,3/02/2019 11:10,7384203,2,11:10:03
137-0,9/03/2019 13:54,/save/137-0/40/1552139640_137-0.jpg,9/03/2019 13:50,5.7,95.8,continuous,saline,0,7.9,6.1,6.3,none,208,3.8,9/03/2019 13:54,10331640,0,13:54:00
346-0,19/11/2018 11:45,/save/346-0/16/1542627916_346-0.jpg,19/11/2018 11:40,1.4,86.2,none,dry,0,7.4,3.3,3.5,none,119,2.3,19/11/2018 11:45,819916,3,11:45:16
192-0,24/02/2019 13:15,/save/192-0/43/1551014143_192-0.jpg,24/02/2019 13:10,-6.4,51.1,intense,wet,0,9.0,4.4,2.6,none,307,0.0,24/02/2019 13:15,9206143,0,13:15:43
569-1,24/11/2018 13:39,/save/569-1/99/1543066799_569-1.jpg,24/11/2018 13:30,3.1,96.1,dew,dry,0,6.3,5.8,3.7,none,30,0.0,24/11/2018 13:39,1258799,3,13:39:59
344-0,17/02/2019 13:12,/save/344-0/63/1550409163_344-0.jpg,17/02/2019 14:10,0.0,31.1,none,dry,0,19.1,0.0,15.1,none/unknown,216,1.6,17/02/2019 13:12,8601163,0,13:12:43
1960-1,19/12/2018 13:05,/save/1960-1/0/1545224700_1960-1.jpg,19/12/2018 13:00,-2.5,99.6,none,dry,0,2.3,-1.5,-2.4,none,335,0.8,19/12/2018 13:05,3416700,1,13:05:00
575-0,5/02/2019 11:25,/save/575-0/24/1549365924_575-0.jpg,5/02/2019 11:20,-1.9,70.9,none,dry,0,9.0,7.3,2.9,none,183,0.7,5/02/2019 11:25,7557924,2,11:25:24
1215-0,8/03/2019 12:25,/save/1215-0/22/1552047922_1215-0.jpg,8/03/2019 12:20,1.4,53.5,none,dry,0,14.3,0.0,10.5,none,147,0.0,8/03/2019 12:25,10239922,0,12:25:22
VP1004-0,27/12/2018 13:00,/save/VP1004-0/4/1545915604_VP1004-0.jpg,27/12/2018 13:00,5.0,93.0,none,dry,0,6.0,0.0,6.0,none,273,3.7,27/12/2018 13:00,4107604,1,13:00:04
1093-0,30/01/2019 12:07,/save/1093-0/57/1548850057_1093-0.jpg,30/01/2019 12:00,-0.3,90.9,none,wet,0,3.5,1.5,1.0,none,77,2.1,30/01/2019 12:07,7042057,2,12:07:37
759-0,16/01/2019 12:45,/save/759-0/29/1547642729_759-0.jpg,16/01/2019 12:40,2.1,99.0,none,wet,0,3.2,0.4,2.3,none,292,1.4,16/01/2019 12:45,5834729,2,12:45:29
296-0,8/02/2019 12:20,/save/296-0/10/1549628410_296-0.jpg,8/02/2019 12:20,0.6,68.5,none,dry,0,8.0,4.5,6.0,none,193,1.8,8/02/2019 12:20,7820410,2,12:20:10
851-0,13/01/2019 11:47,/save/851-0/58/1547380058_851-0.jpg,13/01/2019 11:40,-1.7,80.6,none,dry,0,1.7,1.7,0.5,none/unknown,230,4.9,13/01/2019 11:47,5572058,2,11:47:38
759-0,8/02/2019 11:30,/save/759-0/2/1549625402_759-0.jpg,8/02/2019 11:20,-2.6,67.1,none,dry,0,6.9,0.1,2.8,none/unknown,97,0.0,8/02/2019 11:30,7817402,2,11:30:02
1960-1,29/12/2018 12:45,/save/1960-1/1/1546087501_1960-1.jpg,29/12/2018 12:40,3.8,99.6,none,dry,0,6.2,3.6,3.9,none,161,1.9,29/12/2018 12:45,4279501,1,12:45:01
1960-1,20/12/2018 11:45,/save/1960-1/1/1545306301_1960-1.jpg,20/12/2018 11:40,-1.8,99.6,none,saline,0,2.6,-0.8,-1.7,none,318,0.3,20/12/2018 11:45,3498301,1,11:45:01
258-0,28/02/2019 13:52,/save/258-0/56/1551361956_258-0.jpg,28/02/2019 14:00,3.0,82.2,none,dry,0,8.3,5.1,5.8,none,259,0.0,28/02/2019 13:52,9553956,0,13:52:36
1091-0,17/11/2018 11:25,/save/1091-0/0/1542453900_1091-0.jpg,17/11/2018 11:20,2.8,72.2,none,dry,0,10.4,0.0,7.5,none/unknown,115,2.9,17/11/2018 11:25,645900,3,11:25:00
1960-1,19/12/2018 12:25,/save/1960-1/0/1545222300_1960-1.jpg,19/12/2018 12:20,-2.5,99.6,none,dry,0,2.6,-1.2,-2.4,none,328,0.6,19/12/2018 12:25,3414300,1,12:25:00
119-0,24/01/2019 11:31,/save/119-0/62/1548329462_119-0.jpg,24/01/2019 11:30,-9.0,66.8,none,dry,0,1.1,-2.4,-3.7,none,100,1.7,24/01/2019 11:31,6521462,2,11:31:02
2014-1,15/12/2018 13:35,/save/2014-1/0/1544880900_2014-1.jpg,15/12/2018 13:35,0.0,99.9,unknown,dry,0,6.7,0.0,0.6,none,1,0.4,15/12/2018 13:35,3072900,1,13:35:00
1437-0,16/02/2019 11:32,/save/1437-0/22/1550316722_1437-0.jpg,16/02/2019 11:30,2.6,74.5,none,dry,0,14.1,7.3,6.8,none,241,0.0,16/02/2019 11:32,8508722,0,11:32:02
68-0,18/11/2018 11:30,/save/68-0/25/1542540625_68-0.jpg,18/11/2018 11:20,1.2,95.8,continuous,wet,0,3.5,1.8,1.8,none,315,0.0,18/11/2018 11:30,732625,3,11:30:25
346-0,18/11/2018 13:45,/save/346-0/17/1542548717_346-0.jpg,18/11/2018 13:40,-2.0,79.5,none,dry,0,6.5,1.5,1.2,none,24,0.0,18/11/2018 13:45,740717,3,13:45:17
759-0,4/03/2019 11:30,/save/759-0/2/1551699002_759-0.jpg,4/03/2019 11:20,1.1,42.4,none,dry,0,21.1,15.0,13.7,none/unknown,240,3.8,4/03/2019 11:30,9891002,0,11:30:02
344-0,2/03/2019 13:32,/save/344-0/21/1551533521_344-0.jpg,2/03/2019 14:30,0.0,73.2,none,dry,0,5.4,0.0,2.5,none/unknown,276,1.2,2/03/2019 13:32,9725521,0,13:32:01
